id,first_name,last_name,email,gender,city,country,age,YOE,college_bool,uni_name,uni_tier,company_name,industry,sector,company_bio,location,valuation,profitable,growth_rate,funding_round,investor_no
222,Arie,Hammand,ahammand65@china.com.cn,Male,Chŏngju,North Korea,25,14,false,Pyongyang University of Science and Technology,3,Kuphal Group,Consumer Electronics/Appliances,Energy,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",7866 Crescent Oaks Place,37720505,true,60,3,6
223,Thomasine,Duligal,tduligal66@tamu.edu,Female,Kabin Buri,Thailand,61,20,false,Chaopraya University ,1,"Connelly, Gislason and Rodriguez",n/a,n/a,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",7 Orin Avenue,11690963,false,9,1,1
224,Danny,Middas,dmiddas67@usnews.com,Non-binary,Khong Chai,Thailand,22,9,true,Mahidol University,1,Bashirian Group,Real Estate Investment Trusts,Consumer Services,In hac habitasse platea dictumst.,925 Karstens Circle,47732266,true,66,1,4
225,Rochette,Trayford,rtrayford68@posterous.com,Female,Borzęta,Poland,60,3,true,Technical University of Radom,3,Hessel and Sons,n/a,n/a,Vestibulum sed magna at nunc commodo placerat.,35 Fair Oaks Junction,47973364,false,93,2,7
226,Edouard,Lowing,elowing69@dailymotion.com,Male,Johor Bahru,Malaysia,25,13,false,"Institute of Teachers Education, Dato' Razali Ismail ",3,O'Connell-Hilpert,Oil & Gas Production,Energy,In quis justo.,8839 Eastlawn Terrace,38866133,true,31,2,2
227,Royce,Walkowski,rwalkowski6a@myspace.com,Male,Molodohvardiys’k,Ukraine,26,19,false,National Medical University O.O. Bogomolets,3,Glover-Abshire,n/a,n/a,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,39635 Northview Crossing,10730883,false,56,1,6
228,Barnett,Webermann,bwebermann6b@reuters.com,Male,Qulai,China,27,11,false,Nanjing Agricultural University,1,Hartmann and Sons,Major Pharmaceuticals,Health Care,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",25363 Namekagon Circle,21015900,true,14,4,0
229,Sharon,Abbis,sabbis6c@hc360.com,Female,Gangkoujie,China,69,7,true,West China University of Medical Sciences,3,Rohan-Kirlin,n/a,n/a,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",198 Hudson Street,1589606,false,51,2,0
230,Trude,Feckey,tfeckey6d@epa.gov,Genderfluid,Itigi,Tanzania,74,2,true,St. Augustine University of Tanzania,1,Cassin-Cummings,Computer Software: Prepackaged Software,Technology,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",30 Blaine Parkway,47948496,false,54,3,10
231,Bea,Ollerton,bollerton6e@samsung.com,Female,Englewood,United States,51,20,true,Piedmont Baptist College,1,"Bradtke, Hills and Jakubowski",n/a,n/a,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4 Holmberg Avenue,29848777,true,44,1,2
232,Meris,Espinoy,mespinoy6f@trellian.com,Female,Myrzakent,Kazakhstan,67,9,false,Al-Farabi Kazakh National University,3,Hilll-Willms,Real Estate Investment Trusts,Consumer Services,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",69989 Norway Maple Point,8099158,false,71,4,8
233,Carroll,Bruty,cbruty6g@pinterest.com,Female,Nal’chik,Russia,67,5,true,New Economic School,2,Prohaska Inc,Major Pharmaceuticals,Health Care,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",290 Pearson Avenue,32470427,true,26,4,5
234,Clair,Sowerby,csowerby6h@tumblr.com,Female,Köln,Germany,51,2,true,Universität Duisburg-Essen,3,"Ankunding, Gutmann and Skiles",Real Estate Investment Trusts,Consumer Services,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,6883 Golden Leaf Center,35536596,true,16,3,10
235,Tully,Hobell,thobell6i@apache.org,Male,Zhaike,China,26,6,true,Shanghai Ouhua Vocational Technical College,2,Crona Group,n/a,n/a,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",3 Mendota Center,26022596,true,36,4,7
236,Ed,Gately,egately6j@shareasale.com,Male,Okrouhlice,Czech Republic,73,2,false,University of Economics Prague,1,"Gleichner, O'Hara and Hills",Savings Institutions,Finance,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,5 Melby Road,23702714,true,40,3,3
237,Bar,McGowran,bmcgowran6k@ed.gov,Male,Drammen,Norway,62,15,false,Norwegian School of Management BI,3,Walsh Inc,n/a,n/a,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",3 Maywood Way,3598163,false,78,2,5
238,Jacquelynn,Biddlecombe,jbiddlecombe6l@un.org,Female,Otyniya,Ukraine,39,10,false,Kiev School Of Economics,2,"Harber, Hagenes and Beier",Air Freight/Delivery Services,Transportation,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3 Westend Trail,38956217,false,19,3,3
239,Tine,Sheehan,tsheehan6m@berkeley.edu,Genderfluid,Nueva Helvecia,Uruguay,36,3,true,Insituto Universitario - Centro Latinoamericano de Economia Humana - IU Claeh,3,Conroy LLC,Industrial Machinery/Components,Miscellaneous,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",6637 Texas Avenue,21383067,false,77,2,4
240,Leon,Duffer,lduffer6n@patch.com,Male,Gornyak,Russia,51,0,true,People' s Friendship University of Russia,3,"Larson, Durgan and Glover",Telecommunications Equipment,Public Utilities,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",970 Haas Avenue,28070184,false,28,1,5
241,Francesco,Gaudon,fgaudon6o@hostgator.com,Male,Kayl,Luxembourg,49,9,true,International University Institute of Luxembourg,3,Feeney Group,Major Pharmaceuticals,Health Care,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",1 5th Court,22514106,true,52,1,4
242,Claudian,Abbado,cabbado6p@meetup.com,Agender,Barisan,Indonesia,32,1,true,Universitas Mulawarman,3,Schulist-Powlowski,Telecommunications Equipment,Public Utilities,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",728 Fisk Court,21699133,false,91,3,5
243,Alyosha,Alchin,aalchin6q@angelfire.com,Male,Osiek,Poland,57,7,true,University of Wroclaw,2,Torphy and Sons,Real Estate Investment Trusts,Consumer Services,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,6537 Anniversary Way,47404782,false,47,1,5
244,Deane,Waugh,dwaugh6r@over-blog.com,Female,Lusacan,Philippines,50,12,false,University of the Philippines Visayas - Cebu High School,2,Heller Group,Major Chemicals,Basic Industries,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",13 Dryden Parkway,35096162,false,78,2,0
245,Brendon,Mulvey,bmulvey6s@topsy.com,Male,Kholbon,Russia,67,15,false,Moscow State University of Railway Transport,1,Bartell Group,Major Banks,Finance,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",241 Waubesa Street,17531244,true,70,3,8
246,Nikolai,Menat,nmenat6t@samsung.com,Male,Burla,Russia,40,5,true,Ukhta State Technical University,1,"Ryan, Wintheiser and Daugherty",Real Estate Investment Trusts,Consumer Services,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",489 Lyons Way,23050768,true,6,1,5
247,Guendolen,Traynor,gtraynor6u@shinystat.com,Female,Dobroměřice,Czech Republic,18,12,false,Technical University of Mining and Metallurgy Ostrava,3,Muller and Sons,Metal Fabrications,Capital Goods,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,072 Green Point,39571257,false,82,2,4
248,Bibbye,Bercher,bbercher6v@cornell.edu,Female,Cincinnati,United States,74,5,true,Triton College,3,Brakus-Kub,Major Pharmaceuticals,Health Care,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",9 Manley Circle,4523397,false,83,3,6
249,Guthrie,Berrecloth,gberrecloth6w@ucla.edu,Male,Ganzhou,China,63,15,true,South University of Science and Technology of China ,1,McDermott-Steuber,n/a,n/a,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.",35 Talisman Terrace,41047305,false,80,1,4
250,Cesaro,Goldster,cgoldster6x@tiny.cc,Male,Issenye,Tanzania,68,7,false,University of Dar Es Salaam,2,"Grimes, Rau and Gibson",n/a,n/a,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4 Fairfield Crossing,1577891,true,12,2,8
251,Dukey,Smithson,dsmithson6y@hao123.com,Male,Guinsang-an,Philippines,33,4,true,Lyceum of the Philippines University,1,Trantow Inc,Industrial Machinery/Components,Technology,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",374 East Hill,11556102,true,60,4,5
252,Sammie,Sorbie,ssorbie6z@patch.com,Male,Goz Béïda,Chad,34,11,true,Université de N'Djamena,1,White-Bahringer,Marine Transportation,Consumer Services,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",91955 School Trail,8623386,true,100,3,8
253,Farica,Boydle,fboydle70@xinhuanet.com,Female,Malaḩ,Syria,30,15,true,Higher Institute of Business Administration,2,"Kling, Murazik and Harris",EDP Services,Technology,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",33700 Memorial Park,19003642,true,39,1,4
254,Eli,Goulder,egoulder71@google.com.au,Male,Malawag,Philippines,49,9,true,University of Bohol,1,"Hilll, Sauer and Jacobs",Homebuilding,Consumer Services,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1421 Texas Hill,15226484,false,59,1,0
255,Maura,Hubback,mhubback72@qq.com,Female,Xinglongchang,China,69,11,true,Huaihua Medical College,3,"O'Reilly, D'Amore and Pacocha",Industrial Specialties,Capital Goods,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",5739 Texas Drive,20316497,true,60,4,3
256,Kristoforo,Fusedale,kfusedale73@cnbc.com,Male,Dalonghua,China,69,3,false,Southwest Jiaotong University,2,"Swift, Lakin and D'Amore",Computer Manufacturing,Technology,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",8114 Clemons Pass,49270595,true,35,2,9
257,Cathie,Brosnan,cbrosnan74@is.gd,Female,Ankazoabo,Madagascar,39,4,false,Université d'Antananarivo,3,Shields LLC,n/a,n/a,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",41 Warrior Point,39769994,false,40,4,1
258,Zachery,Martindale,zmartindale75@pbs.org,Male,Skwierzyna,Poland,62,2,true,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",1,Jast-Abbott,Major Banks,Finance,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",088 Merry Road,11363154,false,15,2,0
259,Ashien,Baynom,abaynom76@usatoday.com,Female,Kanye,Botswana,31,5,false,Gaborone Universal College of Law,3,"West, Hudson and Wisoky",n/a,n/a,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",66031 Briar Crest Center,41390240,true,94,1,6
260,Zahara,Adicot,zadicot77@studiopress.com,Female,Espinho,Portugal,17,7,false,Instituto Superior de Ciências Educativas,1,Bode and Sons,Major Pharmaceuticals,Health Care,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",7051 Morrow Alley,24056224,true,18,1,3
261,Bryce,Penhalurick,bpenhalurick78@imgur.com,Male,Xike,China,48,5,false,Northeastern University,2,Moen-Johns,Telecommunications Equipment,Public Utilities,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",09 Garrison Lane,24524962,false,56,3,10
262,Kelly,Wogdon,kwogdon79@ucla.edu,Female,Antioquia,Colombia,71,0,false,Fundacion Escuela Colombiana de Rehabiliación,3,Kulas-Conn,Specialty Chemicals,Consumer Durables,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,39392 Eastwood Plaza,26861316,true,34,2,9
